,Unnamed: 0,PROVINCIA,CITY,CPA,ERROR
29105,29105,Corrientes,calles-de-Apipe-Grande,Buscar CPA,
29138,29138,Corrientes,calles-de-Arroyo-Mendez,Buscar CPA,
29201,29201,Corrientes,calles-de-Arroyo-Pelon,Buscar CPA,
29220,29220,Corrientes,calles-de-Arroyo-San-Juan,Buscar CPA,
29231,29231,Corrientes,calles-de-Arroyo-Saturno,Buscar CPA,
29254,29254,Corrientes,calles-de-Arroyo-Saturno,Buscar CPA,
29278,29278,Corrientes,calles-de-Arroyo-Solis,Buscar CPA,
29346,29346,Corrientes,calles-de-Bargone,Buscar CPA,
29400,29400,Corrientes,calles-de-Bartolome-Mitre,Buscar CPA,
29420,29420,Corrientes,calles-de-Bastidores,Buscar CPA,
29442,29442,Corrientes,calles-de-Basualdo,Buscar CPA,
29487,29487,Corrientes,calles-de-Batay,Buscar CPA,
29534,29534,Corrientes,calles-de-Bella-Vista,Buscar CPA,
29554,29554,Corrientes,calles-de-Beron-de-Astrada,Buscar CPA,
29580,29580,Corrientes,calles-de-Blanco-Cue,Buscar CPA,
29586,29586,Corrientes,calles-de-Bonete,Buscar CPA,
29603,29603,Corrientes,calles-de-Bonete,Buscar CPA,
29620,29620,Corrientes,calles-de-Bonete,Buscar CPA,
29625,29625,Corrientes,calles-de-Bonpland,Buscar CPA,
29632,29632,Corrientes,calles-de-Boranza,Buscar CPA,
29655,29655,Corrientes,calles-de-Boranza,Buscar CPA,
29683,29683,Corrientes,calles-de-Caa-Carai,Buscar CPA,
29732,29732,Corrientes,calles-de-Caa-Cati,Buscar CPA,
29807,29807,Corrientes,calles-de-Cabral,Buscar CPA,
29887,29887,Corrientes,calles-de-Camba-Cua,Buscar CPA,
29914,29914,Corrientes,calles-de-Campo-Araujo,Buscar CPA,
29922,29922,Corrientes,calles-de-Campo-Araujo,Buscar CPA,
29955,29955,Corrientes,calles-de-Campo-Cafferata,Buscar CPA,
30002,30002,Corrientes,calles-de-Campo-de-Carlos,Buscar CPA,
30049,30049,Corrientes,calles-de-Campo-Morato,Buscar CPA,
30096,30096,Corrientes,calles-de-Campo-Romero,Buscar CPA,
30143,30143,Corrientes,calles-de-Campo-San-Jacinto,Buscar CPA,
30202,30202,Corrientes,calles-de-Capi-Vari,Buscar CPA,
30232,30232,Corrientes,calles-de-Capiguari,Buscar CPA,
30302,30302,Corrientes,calles-de-Capillita,Buscar CPA,
30372,30372,Corrientes,calles-de-Carabajal,Buscar CPA,
30421,30421,Corrientes,calles-de-Caraya,Buscar CPA,
30444,30444,Corrientes,calles-de-Cardozo-Phi,Buscar CPA,
30486,30486,Corrientes,calles-de-Carrizal,Buscar CPA,
30507,30507,Corrientes,calles-de-Casillas,Buscar CPA,
30536,30536,Corrientes,calles-de-Casuarina,Buscar CPA,
30567,30567,Corrientes,calles-de-Casuarinas,Buscar CPA,
30580,30580,Corrientes,calles-de-Casuarinas,Buscar CPA,
30584,30584,Corrientes,calles-de-Casuarinas,Buscar CPA,
30592,30592,Corrientes,calles-de-Cau-Garay,Buscar CPA,
30599,30599,Corrientes,calles-de-Cau-Garay,Buscar CPA,
30602,30602,Corrientes,calles-de-Cau-Garay,Buscar CPA,
30618,30618,Corrientes,calles-de-Caza-Pava,Buscar CPA,
30625,30625,Corrientes,calles-de-Caza-Pava,Buscar CPA,
30628,30628,Corrientes,calles-de-Caza-Pava,Buscar CPA,
30643,30643,Corrientes,calles-de-Cebollas,Buscar CPA,
30710,30710,Corrientes,calles-de-Cerrudo-Cue,Buscar CPA,
30728,30728,Corrientes,calles-de-Chacras-1A-Seccion,Buscar CPA,
30753,30753,Corrientes,calles-de-Chacras-3A-Seccion,Buscar CPA,
30778,30778,Corrientes,calles-de-Chacras-4A-Seccion,Buscar CPA,
30800,30800,Corrientes,calles-de-Chacras-Seccion-Ejido,Buscar CPA,
30848,30848,Corrientes,calles-de-Chamorro,Buscar CPA,
30871,30871,Corrientes,calles-de-Chavarria,Buscar CPA,
30905,30905,Corrientes,calles-de-Colonia-Alvarez,Buscar CPA,
30940,30940,Corrientes,calles-de-Colonia-Amadei,Buscar CPA,
30994,30994,Corrientes,calles-de-Colonia-Beron-de-Astrada,Buscar CPA,
31017,31017,Corrientes,calles-de-Colonia-Beron-de-Astrada,Buscar CPA,
31043,31043,Corrientes,calles-de-Colonia-Chircal,Buscar CPA,
31068,31068,Corrientes,calles-de-Colonia-Danuzzo,Buscar CPA,
31088,31088,Corrientes,calles-de-Colonia-el-Progreso,Buscar CPA,
31096,31096,Corrientes,calles-de-Colonia-el-Progreso,Buscar CPA,
31148,31148,Corrientes,calles-de-Colonia-Gobernador-Ruiz,Buscar CPA,
31242,31242,Corrientes,calles-de-Colonia-Mercedes-Cossio,Buscar CPA,
31250,31250,Corrientes,calles-de-Colonia-Mercedes-Cossio,Buscar CPA,
31285,31285,Corrientes,calles-de-Colonia-Pairiri,Buscar CPA,
31310,31310,Corrientes,calles-de-Colonia-Tacuaralito,Buscar CPA,
31330,31330,Corrientes,calles-de-Corona,Buscar CPA,
31338,31338,Corrientes,calles-de-Corona,Buscar CPA,
31361,31361,Corrientes,calles-de-Corsa-Cue,Buscar CPA,
31386,31386,Corrientes,calles-de-Costa-Arroyo-Garay,Buscar CPA,
31407,31407,Corrientes,calles-de-Costa-Guazu,Buscar CPA,
31452,31452,Corrientes,calles-de-Costa-San-Lorenzo,Buscar CPA,
31466,31466,Corrientes,calles-de-Crucecitas-Santa-Lucia,Buscar CPA,
31482,31482,Corrientes,calles-de-Cruz-de-los-Milagros,Buscar CPA,
31501,31501,Corrientes,calles-de-Cuatro-Bocas,Buscar CPA,
31514,31514,Corrientes,calles-de-Curuzu,Buscar CPA,
31526,31526,Corrientes,calles-de-Curuzu-Cuatia,Buscar CPA,
31584,31584,Corrientes,calles-de-Don-Maximo,Buscar CPA,
31589,31589,Corrientes,calles-de-Dos-Hermanos,Buscar CPA,
31594,31594,Corrientes,calles-de-Dos-Hermanos,Buscar CPA,
31618,31618,Corrientes,calles-de-El-Cerro,Buscar CPA,
31641,31641,Corrientes,calles-de-El-Chircal,Buscar CPA,
31683,31683,Corrientes,calles-de-El-Pelon,Buscar CPA,
31718,31718,Corrientes,calles-de-El-Salvador,Buscar CPA,
31838,31838,Corrientes,calles-de-Empedrado,Buscar CPA,
31859,31859,Corrientes,calles-de-Ensenada-Grande,Buscar CPA,
31918,31918,Corrientes,calles-de-Esquivel-Cue,Buscar CPA,
31940,31940,Corrientes,calles-de-Estancia-Aguaceros,Buscar CPA,
31982,31982,Corrientes,calles-de-Estancia-Buena-Vista,Buscar CPA,
32019,32019,Corrientes,calles-de-Estancia-Casurina,Buscar CPA,
32056,32056,Corrientes,calles-de-Estancia-Durruti,Buscar CPA,
32094,32094,Corrientes,calles-de-Estancia-el-Ombu,Buscar CPA,
32112,32112,Corrientes,calles-de-Estancia-la-Loma,Buscar CPA,
32173,32173,Corrientes,calles-de-Estancia-Laguna-Limpia,Buscar CPA,
32206,32206,Corrientes,calles-de-Estancia-las-Salinas,Buscar CPA,
32225,32225,Corrientes,calles-de-Estancia-las-Tunas,Buscar CPA,
32294,32294,Corrientes,calles-de-Estancia-Lomatora,Buscar CPA,
32343,32343,Corrientes,calles-de-Estancia-Mandure,Buscar CPA,
32366,32366,Corrientes,calles-de-Estancia-Marquez-Lui,Buscar CPA,
32444,32444,Corrientes,calles-de-Estancia-San-Mateo,Buscar CPA,
32511,32511,Corrientes,calles-de-Estancia-Tunas,Buscar CPA,
32537,32537,Corrientes,calles-de-Este-Argentino,Buscar CPA,
32545,32545,Corrientes,calles-de-Estero-Piru,Buscar CPA,
32580,32580,Corrientes,calles-de-Estrella,Buscar CPA,
32643,32643,Corrientes,calles-de-Galarza-Cue,Buscar CPA,
32676,32676,Corrientes,calles-de-Gobernador-Juan-E-Martinez,Buscar CPA,
32693,32693,Corrientes,calles-de-Gobernador-Juan-E-Martinez,Buscar CPA,
32710,32710,Corrientes,calles-de-Gobernador-Juan-E-Martinez,Buscar CPA,
32723,32723,Corrientes,calles-de-Granja-Amelia,Buscar CPA,
32731,32731,Corrientes,calles-de-Granja-Amelia,Buscar CPA,
32751,32751,Corrientes,calles-de-Guaviravi,Buscar CPA,
32753,32753,Corrientes,calles-de-Guaviravi,Buscar CPA,
32759,32759,Corrientes,calles-de-Guaviravi,Buscar CPA,
32794,32794,Corrientes,calles-de-Guay-Grande,Buscar CPA,
32817,32817,Corrientes,calles-de-Ifran,Buscar CPA,
32881,32881,Corrientes,calles-de-Isla-Apipe-Chico,Buscar CPA,
32912,32912,Corrientes,calles-de-Isla-Grande,Buscar CPA,
32919,32919,Corrientes,calles-de-Isla-Grande,Buscar CPA,
32922,32922,Corrientes,calles-de-Isla-Grande,Buscar CPA,
32953,32953,Corrientes,calles-de-Isla-Ibatay,Buscar CPA,
32977,32977,Corrientes,calles-de-Ita-Curubi,Buscar CPA,
32985,32985,Corrientes,calles-de-Ita-Curubi,Buscar CPA,
33009,33009,Corrientes,calles-de-Ita-Ibate,Buscar CPA,
33019,33019,Corrientes,calles-de-Itati,Buscar CPA,
33048,33048,Corrientes,calles-de-Ituzaingo,Buscar CPA,
33090,33090,Corrientes,calles-de-Jardin-Florido,Buscar CPA,
33103,33103,Corrientes,calles-de-Jardin-Florido,Buscar CPA,
33107,33107,Corrientes,calles-de-Jardin-Florido,Buscar CPA,
33115,33115,Corrientes,calles-de-Jose-Rafael-Gomez,Buscar CPA,
33122,33122,Corrientes,calles-de-Jose-Rafael-Gomez,Buscar CPA,
33125,33125,Corrientes,calles-de-Jose-Rafael-Gomez,Buscar CPA,
33144,33144,Corrientes,calles-de-Kilometro-104,Buscar CPA,
33153,33153,Corrientes,calles-de-Kilometro-120,Buscar CPA,
33188,33188,Corrientes,calles-de-Kilometro-13,Buscar CPA,
33260,33260,Corrientes,calles-de-Kilometro-268,Buscar CPA,
33296,33296,Corrientes,calles-de-Kilometro-382,Buscar CPA,
33310,33310,Corrientes,calles-de-Kilometro-387,Buscar CPA,
33311,33311,Corrientes,calles-de-Kilometro-387,Buscar CPA,
33320,33320,Corrientes,calles-de-Kilometro-393,Buscar CPA,
33369,33369,Corrientes,calles-de-Kilometro-396,Buscar CPA,
33436,33436,Corrientes,calles-de-Kilometro-402,Buscar CPA,
33456,33456,Corrientes,calles-de-Kilometro-406,Buscar CPA,
33469,33469,Corrientes,calles-de-Kilometro-406,Buscar CPA,
33473,33473,Corrientes,calles-de-Kilometro-406,Buscar CPA,
33512,33512,Corrientes,calles-de-Kilometro-506,Buscar CPA,
33519,33519,Corrientes,calles-de-Kilometro-506,Buscar CPA,
33522,33522,Corrientes,calles-de-Kilometro-506,Buscar CPA,
33615,33615,Corrientes,calles-de-Kilometro-55,Buscar CPA,
33665,33665,Corrientes,calles-de-Kilometro-61,Buscar CPA,
33715,33715,Corrientes,calles-de-Kilometro-84,Buscar CPA,
33765,33765,Corrientes,calles-de-Kilometro-89,Buscar CPA,
33795,33795,Corrientes,calles-de-La-Carlota,Buscar CPA,
33822,33822,Corrientes,calles-de-La-Casualidad,Buscar CPA,
33856,33856,Corrientes,calles-de-La-Criolla,Buscar CPA,
33863,33863,Corrientes,calles-de-La-Criolla,Buscar CPA,
33866,33866,Corrientes,calles-de-La-Criolla,Buscar CPA,
33976,33976,Corrientes,calles-de-La-Elena,Buscar CPA,
33993,33993,Corrientes,calles-de-La-Florencia,Buscar CPA,
34016,34016,Corrientes,calles-de-La-Florencia,Buscar CPA,
34042,34042,Corrientes,calles-de-La-Florentina,Buscar CPA,
34066,34066,Corrientes,calles-de-La-Fortuna,Buscar CPA,
34094,34094,Corrientes,calles-de-La-Haydee,Buscar CPA,
34159,34159,Corrientes,calles-de-La-Pastoril,Buscar CPA,
34218,34218,Corrientes,calles-de-La-Pupi,Buscar CPA,
34223,34223,Corrientes,calles-de-La-Pupi,Buscar CPA,
34230,34230,Corrientes,calles-de-La-Pupii,Buscar CPA,
34235,34235,Corrientes,calles-de-La-Pupii,Buscar CPA,
34253,34253,Corrientes,calles-de-La-Querencia,Buscar CPA,
34266,34266,Corrientes,calles-de-La-Querencia,Buscar CPA,
34270,34270,Corrientes,calles-de-La-Querencia,Buscar CPA,
34281,34281,Corrientes,calles-de-La-Union,Buscar CPA,
34294,34294,Corrientes,calles-de-La-Venta,Buscar CPA,
34321,34321,Corrientes,calles-de-La-Verde,Buscar CPA,
34348,34348,Corrientes,calles-de-Lapacho,Buscar CPA,
34356,34356,Corrientes,calles-de-Las-Palmas,Buscar CPA,
34405,34405,Corrientes,calles-de-Las-Palmiras,Buscar CPA,
34453,34453,Corrientes,calles-de-Las-Ratas,Buscar CPA,
34460,34460,Corrientes,calles-de-Las-Ratas,Buscar CPA,
34463,34463,Corrientes,calles-de-Las-Ratas,Buscar CPA,
34482,34482,Corrientes,calles-de-Las-Rosas,Buscar CPA,
34564,34564,Corrientes,calles-de-Las-Tres-Hermanas,Buscar CPA,
34614,34614,Corrientes,calles-de-Laurel,Buscar CPA,
34642,34642,Corrientes,calles-de-Loma-Poy,Buscar CPA,
34710,34710,Corrientes,calles-de-Lomas-de-Empedrado,Buscar CPA,
34789,34789,Corrientes,calles-de-Los-Arboles,Buscar CPA,
34850,34850,Corrientes,calles-de-Los-Flotadores,Buscar CPA,
34895,34895,Corrientes,calles-de-Los-Lirios,Buscar CPA,
34908,34908,Corrientes,calles-de-Los-Lirios,Buscar CPA,
34912,34912,Corrientes,calles-de-Los-Lirios,Buscar CPA,
34920,34920,Corrientes,calles-de-Los-Paraisos,Buscar CPA,
34943,34943,Corrientes,calles-de-Los-Paraisos,Buscar CPA,
35043,35043,Corrientes,calles-de-Madariaga,Buscar CPA,
35071,35071,Corrientes,calles-de-Mandinga,Buscar CPA,
35085,35085,Corrientes,calles-de-Mansion-de-Invierno,Buscar CPA,
35129,35129,Corrientes,calles-de-Manuel-Florencio-Mantilla,Buscar CPA,
35130,35130,Corrientes,calles-de-Manuel-Florencio-Mantilla,Buscar CPA,
35155,35155,Corrientes,calles-de-Maria,Buscar CPA,
35169,35169,Corrientes,calles-de-Maria-del-Carmen,Buscar CPA,
35179,35179,Corrientes,calles-de-Mariano-I-Loza-Est-Solari,Buscar CPA,
35212,35212,Corrientes,calles-de-Mirador,Buscar CPA,
35246,35246,Corrientes,calles-de-Monte-Caseros,Buscar CPA,
35254,35254,Corrientes,calles-de-Monte-Florido,Buscar CPA,
35318,35318,Corrientes,calles-de-Monte-Grande,Buscar CPA,
35323,35323,Corrientes,calles-de-Mota,Buscar CPA,
35377,35377,Corrientes,calles-de-Nuevo-Paraiso,Buscar CPA,
35465,35465,Corrientes,calles-de-Obraje-del-Vasco,Buscar CPA,
35470,35470,Corrientes,calles-de-Ocanto-Cue,Buscar CPA,
35493,35493,Corrientes,calles-de-Ojo-de-Agua,Buscar CPA,
35500,35500,Corrientes,calles-de-Oscuro,Buscar CPA,
35533,35533,Corrientes,calles-de-Paimbre,Buscar CPA,
35564,35564,Corrientes,calles-de-Palmitas,Buscar CPA,
35586,35586,Corrientes,calles-de-Pampin,Buscar CPA,
35604,35604,Corrientes,calles-de-Pancho-Cue,Buscar CPA,
35656,35656,Corrientes,calles-de-Paraje-Barranquitas,Buscar CPA,
35672,35672,Corrientes,calles-de-Paranacito,Buscar CPA,
35689,35689,Corrientes,calles-de-Pasito,Buscar CPA,
35718,35718,Corrientes,calles-de-Paso-Aguirre,Buscar CPA,
35790,35790,Corrientes,calles-de-Paso-Coronel,Buscar CPA,
35798,35798,Corrientes,calles-de-Paso-Coronel,Buscar CPA,
35839,35839,Corrientes,calles-de-Paso-de-los-Libres,Buscar CPA,
35872,35872,Corrientes,calles-de-Paso-Esterito,Buscar CPA,
35922,35922,Corrientes,calles-de-Paso-Ledesma,Buscar CPA,
35944,35944,Corrientes,calles-de-Paso-Martinez,Buscar CPA,
35981,35981,Corrientes,calles-de-Paso-Mesa,Buscar CPA,
36002,36002,Corrientes,calles-de-Paso-Naranjo,Buscar CPA,
36015,36015,Corrientes,calles-de-Paso-Naranjo,Buscar CPA,
36019,36019,Corrientes,calles-de-Paso-Naranjo,Buscar CPA,
36048,36048,Corrientes,calles-de-Paso-Rosario,Buscar CPA,
36122,36122,Corrientes,calles-de-Pay-Ubre-Chico,Buscar CPA,
36147,36147,Corrientes,calles-de-Pedro-Diaz-Colodrero,Buscar CPA,
36160,36160,Corrientes,calles-de-Pindoncito,Buscar CPA,
36173,36173,Corrientes,calles-de-Pindoncito,Buscar CPA,
36177,36177,Corrientes,calles-de-Pindoncito,Buscar CPA,
36204,36204,Corrientes,calles-de-Pirra-Puy,Buscar CPA,
36226,36226,Corrientes,calles-de-Pueblito,Buscar CPA,
36259,36259,Corrientes,calles-de-Pueblo-de-Julio,Buscar CPA,
36276,36276,Corrientes,calles-de-Pueblo-de-Julio,Buscar CPA,
36293,36293,Corrientes,calles-de-Pueblo-de-Julio,Buscar CPA,
36299,36299,Corrientes,calles-de-Pueblo-Libertador,Buscar CPA,
36322,36322,Corrientes,calles-de-Pueblo-Libertador,Buscar CPA,
36354,36354,Corrientes,calles-de-Puerta-Ifran,Buscar CPA,
36371,36371,Corrientes,calles-de-Puerta-Ifran,Buscar CPA,
36388,36388,Corrientes,calles-de-Puerta-Ifran,Buscar CPA,
36397,36397,Corrientes,calles-de-Puerto-Juan-de-Dios,Buscar CPA,
36490,36490,Corrientes,calles-de-Punta-Ifran,Buscar CPA,
36563,36563,Corrientes,calles-de-Quiyati,Buscar CPA,
36587,36587,Corrientes,calles-de-Ranegas,Buscar CPA,
36595,36595,Corrientes,calles-de-Ranegas,Buscar CPA,
36663,36663,Corrientes,calles-de-Riachuelo-Bardeci,Buscar CPA,
36771,36771,Corrientes,calles-de-Rincon-de-las-Mercedes,Buscar CPA,
36772,36772,Corrientes,calles-de-Rincon-de-Mercedes,Buscar CPA,
36774,36774,Corrientes,calles-de-Rincon-de-Mercedes,Buscar CPA,
36790,36790,Corrientes,calles-de-Rincon-San-Pedro,Buscar CPA,
36803,36803,Corrientes,calles-de-Rincon-San-Pedro,Buscar CPA,
36807,36807,Corrientes,calles-de-Rincon-San-Pedro,Buscar CPA,
36835,36835,Corrientes,calles-de-Rincon-Tranquera-General,Buscar CPA,
36886,36886,Corrientes,calles-de-Rolon-Jacinto,Buscar CPA,
36894,36894,Corrientes,calles-de-Rolon-Jacinto,Buscar CPA,
36932,36932,Corrientes,calles-de-Romero,Buscar CPA,
36963,36963,Corrientes,calles-de-Rosadito,Buscar CPA,
36995,36995,Corrientes,calles-de-Salinas,Buscar CPA,
37046,37046,Corrientes,calles-de-Salto-Ita-Jhase,Buscar CPA,
37080,37080,Corrientes,calles-de-San-Dionisio,Buscar CPA,
37088,37088,Corrientes,calles-de-San-Dionisio,Buscar CPA,
37129,37129,Corrientes,calles-de-San-Felipe,Buscar CPA,
37146,37146,Corrientes,calles-de-San-Francisco-Guavirari,Buscar CPA,
37148,37148,Corrientes,calles-de-San-Francisco-Guavirari,Buscar CPA,
37154,37154,Corrientes,calles-de-San-Francisco-Guavirari,Buscar CPA,
37156,37156,Corrientes,calles-de-San-Guillermo,Buscar CPA,
37174,37174,Corrientes,calles-de-San-Justo,Buscar CPA,
37181,37181,Corrientes,calles-de-San-Justo,Buscar CPA,
37184,37184,Corrientes,calles-de-San-Justo,Buscar CPA,
37280,37280,Corrientes,calles-de-San-Paladio,Buscar CPA,
37318,37318,Corrientes,calles-de-Santa-Elisa,Buscar CPA,
37345,37345,Corrientes,calles-de-Santa-Lucia,Buscar CPA,
37362,37362,Corrientes,calles-de-Santa-Lucia,Buscar CPA,
37379,37379,Corrientes,calles-de-Santa-Lucia,Buscar CPA,
37384,37384,Corrientes,calles-de-Santa-Lucia-9-de-Julio,Buscar CPA,
37401,37401,Corrientes,calles-de-Santa-Lucia-9-de-Julio,Buscar CPA,
37418,37418,Corrientes,calles-de-Santa-Lucia-9-de-Julio,Buscar CPA,
37427,37427,Corrientes,calles-de-Santa-Magdalena,Buscar CPA,
37452,37452,Corrientes,calles-de-Santa-Sinforosa,Buscar CPA,
37453,37453,Corrientes,calles-de-Santa-Sinforosa,Buscar CPA,
37480,37480,Corrientes,calles-de-Santa-Tecla,Buscar CPA,
37636,37636,Corrientes,calles-de-Sombrero,Buscar CPA,
37680,37680,Corrientes,calles-de-Tablada,Buscar CPA,
37712,37712,Corrientes,calles-de-Tacuaritas,Buscar CPA,
37737,37737,Corrientes,calles-de-Tartaria,Buscar CPA,
37745,37745,Corrientes,calles-de-Tartaria,Buscar CPA,
37768,37768,Corrientes,calles-de-Tatare,Buscar CPA,
37789,37789,Corrientes,calles-de-Teblenari,Buscar CPA,
37794,37794,Corrientes,calles-de-Tierra-Colorada,Buscar CPA,
37824,37824,Corrientes,calles-de-Tilita,Buscar CPA,
37850,37850,Corrientes,calles-de-Timbo,Buscar CPA,
37907,37907,Corrientes,calles-de-Tiquino,Buscar CPA,
37909,37909,Corrientes,calles-de-Toro-Chipay,Buscar CPA,
37932,37932,Corrientes,calles-de-Toro-Chipay,Buscar CPA,
37960,37960,Corrientes,calles-de-Tres-Arboles,Buscar CPA,
38002,38002,Corrientes,calles-de-Tuyuti,Buscar CPA,
38032,38032,Corrientes,calles-de-Uriburu,Buscar CPA,
38062,38062,Corrientes,calles-de-Uruguay,Buscar CPA,
38082,38082,Corrientes,calles-de-Vaca-Cua,Buscar CPA,
38107,38107,Corrientes,calles-de-Vedoya,Buscar CPA,
38124,38124,Corrientes,calles-de-Vedoya,Buscar CPA,
38141,38141,Corrientes,calles-de-Vedoya,Buscar CPA,
38228,38228,Corrientes,calles-de-Villa-Cristia,Buscar CPA,
38277,38277,Corrientes,calles-de-Villa-Solari,Buscar CPA,
38342,38342,Corrientes,calles-de-Yagua-Rincon,Buscar CPA,
38405,38405,Corrientes,calles-de-Yaguary,Buscar CPA,
38442,38442,Corrientes,calles-de-Yahape,Buscar CPA,
38452,38452,Corrientes,calles-de-Yapuca,Buscar CPA,
38469,38469,Corrientes,calles-de-Yatay,Buscar CPA,
38486,38486,Corrientes,calles-de-Yatay,Buscar CPA,
38503,38503,Corrientes,calles-de-Yatay,Buscar CPA,
38534,38534,Entre-Rios,calles-de-Alarcon,Buscar CPA,
38550,38550,Entre-Rios,calles-de-Aldea-Maria-Luisa,Buscar CPA,
38554,38554,Entre-Rios,calles-de-Aldea-Protestante,Buscar CPA,
38558,38558,Entre-Rios,calles-de-Aldea-Protestante,Buscar CPA,
38581,38581,Entre-Rios,calles-de-Aldea-Protestante,Buscar CPA,
38583,38583,Entre-Rios,calles-de-Aldea-Salto,Buscar CPA,
38587,38587,Entre-Rios,calles-de-Aldea-Salto,Buscar CPA,
38610,38610,Entre-Rios,calles-de-Aldea-Salto,Buscar CPA,
38612,38612,Entre-Rios,calles-de-Aldea-San-Francisco,Buscar CPA,
38616,38616,Entre-Rios,calles-de-Aldea-San-Francisco,Buscar CPA,
38639,38639,Entre-Rios,calles-de-Aldea-San-Francisco,Buscar CPA,
38652,38652,Entre-Rios,calles-de-Aldea-San-Gregorio,Buscar CPA,
38658,38658,Entre-Rios,calles-de-Aldea-Santa-Rosa,Buscar CPA,
38662,38662,Entre-Rios,calles-de-Aldea-Santa-Rosa,Buscar CPA,
38668,38668,Entre-Rios,calles-de-Aldea-Spatzenkutter,Buscar CPA,
38672,38672,Entre-Rios,calles-de-Aldea-Spatzenkutter,Buscar CPA,
38695,38695,Entre-Rios,calles-de-Aldea-Spatzenkutter,Buscar CPA,
38722,38722,Entre-Rios,calles-de-Arroyo-Caraballo,Buscar CPA,
38730,38730,Entre-Rios,calles-de-Arroyo-Caraballo,Buscar CPA,
38743,38743,Entre-Rios,calles-de-Arroyo-Concepcion,Buscar CPA,
38761,38761,Entre-Rios,calles-de-Arroyo-el-Mocho,Buscar CPA,
38770,38770,Entre-Rios,calles-de-Arroyo-el-Mocho,Buscar CPA,
38772,38772,Entre-Rios,calles-de-Arroyo-el-Mocho,Buscar CPA,
38782,38782,Entre-Rios,calles-de-Arroyo-Grande,Buscar CPA,
38828,38828,Entre-Rios,calles-de-Arroyo-Maria,Buscar CPA,
38842,38842,Entre-Rios,calles-de-Arroyo-Urquiza,Buscar CPA,
38887,38887,Entre-Rios,calles-de-Atencio,Buscar CPA,
38919,38919,Entre-Rios,calles-de-Banderas,Buscar CPA,
38954,38954,Entre-Rios,calles-de-Baron-Hirsch,Buscar CPA,
38961,38961,Entre-Rios,calles-de-Barrancas-Coloradas,Buscar CPA,
38983,38983,Entre-Rios,calles-de-Belez,Buscar CPA,
38997,38997,Entre-Rios,calles-de-Boca-del-Tigre,Buscar CPA,
38998,38998,Entre-Rios,calles-de-Boca-del-Tigre,Buscar CPA,
39006,39006,Entre-Rios,calles-de-Boca-del-Tigre-Apeadero-Fcgu,Buscar CPA,
39010,39010,Entre-Rios,calles-de-Boca-del-Tigre-Apeadero-Fcgu,Buscar CPA,
39022,39022,Entre-Rios,calles-de-Boca-Gualeguay,Buscar CPA,
39049,39049,Entre-Rios,calles-de-Cabi-Monda,Buscar CPA,
39104,39104,Entre-Rios,calles-de-Cantera-la-Constancia,Buscar CPA,
39106,39106,Entre-Rios,calles-de-Carrizal,Buscar CPA,
39110,39110,Entre-Rios,calles-de-Carrizal,Buscar CPA,
39133,39133,Entre-Rios,calles-de-Carrizal,Buscar CPA,
39134,39134,Entre-Rios,calles-de-Caseros,Buscar CPA,
39149,39149,Entre-Rios,calles-de-Catalotti,Buscar CPA,
39213,39213,Entre-Rios,calles-de-Chaviyu-Parada-Fcgu,Buscar CPA,
39221,39221,Entre-Rios,calles-de-Chilcas,Buscar CPA,
39232,39232,Entre-Rios,calles-de-Chiqueros,Buscar CPA,
39245,39245,Entre-Rios,calles-de-Chircalito,Buscar CPA,
39267,39267,Entre-Rios,calles-de-Clara,Buscar CPA,
39269,39269,Entre-Rios,calles-de-Clodomiro-Ledesma,Buscar CPA,
39297,39297,Entre-Rios,calles-de-Cnia-Justo-Jose-de-Urquiza,Buscar CPA,
39306,39306,Entre-Rios,calles-de-Cnia-Justo-Jose-de-Urquiza,Buscar CPA,
39308,39308,Entre-Rios,calles-de-Cnia-Justo-Jose-de-Urquiza,Buscar CPA,
39322,39322,Entre-Rios,calles-de-Colegio-Adventista-del-Plata,Buscar CPA,
39324,39324,Entre-Rios,calles-de-Colonia-Adela,Buscar CPA,
39330,39330,Entre-Rios,calles-de-Colonia-Adela,Buscar CPA,
39337,39337,Entre-Rios,calles-de-Colonia-Adela,Buscar CPA,
39343,39343,Entre-Rios,calles-de-Colonia-Adivinos,Buscar CPA,
39360,39360,Entre-Rios,calles-de-Colonia-Alcarcito,Buscar CPA,
39363,39363,Entre-Rios,calles-de-Colonia-Alemana,Buscar CPA,
39384,39384,Entre-Rios,calles-de-Colonia-Algarrabitos,Buscar CPA,
39386,39386,Entre-Rios,calles-de-Colonia-Ambis,Buscar CPA,
39397,39397,Entre-Rios,calles-de-Colonia-Ambis,Buscar CPA,
39417,39417,Entre-Rios,calles-de-Colonia-Avigdor,Buscar CPA,
39428,39428,Entre-Rios,calles-de-Colonia-Baylina,Buscar CPA,
39439,39439,Entre-Rios,calles-de-Colonia-Baylina,Buscar CPA,
39463,39463,Entre-Rios,calles-de-Colonia-Belez,Buscar CPA,
39469,39469,Entre-Rios,calles-de-Colonia-Belga-Americana,Buscar CPA,
39478,39478,Entre-Rios,calles-de-Colonia-Belgrano,Buscar CPA,
39509,39509,Entre-Rios,calles-de-Colonia-Bizcocho,Buscar CPA,
39535,39535,Entre-Rios,calles-de-Colonia-Buena-Vista,Buscar CPA,
39567,39567,Entre-Rios,calles-de-Colonia-Carrasco,Buscar CPA,
